"","id","name","parameters_id","datetime_first_utc","datetime_first_local","datetime_last_utc","datetime_last_local","min","max","avg","expected_count","expected_interval","observed_count","observed_interval","percent_complete","percent_coverage","latest_value","latest_datetime","latest_latitude","latest_longitude"
"1134",7774688,"pm10 µg/m³",1,2024-01-28 23:00:00,2024-01-29,2025-08-30 05:00:00,2025-08-30 07:00:00,-1,303,17.0314171656687,1,"01:00:00",6965,"6965:00:00",696500,696500,24,2025-08-30 05:00:00,42.2029000002282,-8.7470000002806
"1135",7775502,"pm25 µg/m³",2,2024-01-28 23:00:00,2024-01-29,2025-08-30 04:00:00,2025-08-30 06:00:00,-1,142,14.2289581905415,1,"01:00:00",8882,"8882:00:00",888200,888200,1.2,2025-08-30 04:00:00,42.2189999998307,-8.7421000003245
"1136",7775593,"pm10 µg/m³",1,2024-01-28 23:00:00,2024-01-29,2025-08-30 04:00:00,2025-08-30 06:00:00,-1,587,25.7370078740157,1,"01:00:00",8906,"8906:00:00",890600,890600,11,2025-08-30 04:00:00,42.2189999998307,-8.7421000003245
"1137",7773199,"pm10 µg/m³",1,2024-01-28 23:00:00,2024-01-29,2025-08-30 04:00:00,2025-08-30 06:00:00,-1,406,16.9345868945869,1,"01:00:00",8220,"8220:00:00",822000,822000,9,2025-08-30 04:00:00,42.4259319997703,-8.6439949998239
"1138",7775258,"pm25 µg/m³",2,2024-01-28 23:00:00,2024-01-29,2025-08-30 04:00:00,2025-08-30 06:00:00,-1,196,3.28435334872979,1,"01:00:00",8202,"8202:00:00",820200,820200,1,2025-08-30 04:00:00,42.4259319997703,-8.6439949998239
"1139",7774524,"pm25 µg/m³",2,2024-01-28 23:00:00,2024-01-29,2025-08-30 04:00:00,2025-08-30 06:00:00,-1,265,4.08214104515474,1,"01:00:00",8181,"8181:00:00",818100,818100,1,2025-08-30 04:00:00,42.6563000002232,-8.10709999990884
"1140",7775542,"pm10 µg/m³",1,2024-01-28 23:00:00,2024-01-29,2025-08-30 04:00:00,2025-08-30 06:00:00,-1,272,6.53628542510122,1,"01:00:00",8384,"8384:00:00",838400,838400,6.7,2025-08-30 04:00:00,42.6563000002232,-8.10709999990884
"1141",7774493,"pm10 µg/m³",1,2024-01-28 23:00:00,2024-01-29,2025-08-30 04:00:00,2025-08-30 06:00:00,-1,654,11.9139722863742,1,"01:00:00",8829,"8829:00:00",882900,882900,1.6,2025-08-30 04:00:00,42.9091999997077,-8.50680000017769
"1142",7775152,"pm25 µg/m³",2,2024-01-28 23:00:00,2024-01-29,2025-08-30 05:00:00,2025-08-30 07:00:00,-1,94,5.59727530077848,1,"01:00:00",9410,"9410:00:00",941000,941000,1,2025-08-30 05:00:00,42.8760000001218,-8.55909999956245
"1143",7775893,"pm10 µg/m³",1,2024-01-28 23:00:00,2024-01-29,2025-08-30 05:00:00,2025-08-30 07:00:00,-1,121,12.8862313697658,1,"01:00:00",9349,"9349:00:00",934900,934900,2,2025-08-30 05:00:00,42.8760000001218,-8.55909999956245
